功率	[3.485160477118469e-05, 1.844473956027741e-05, 1.7365271540751084e-05, 9.049053107082875e-05, 0.00580724079610063, 1.9537813484217355e-05, 4.361251155731556e-06, 3.3606780504034495e-06, 2.1958717610891526e-05, 7.4638841306627555e-06]
西班牙	[0.00015973652186792984, 0.0012284196547144755, 0.00014586828094230908, 0.0001592633346846586, 0.00013106078099743495, 8.205881663371289e-05, 8.286377195889956e-05, 0.003740434670099039, 0.0003879373444590836, 0.00027616371283452194]
法国	[0.0005518170755437577, 0.006813486793566475, 0.0006668264271648416, 0.0005429431864249725, 0.0005242431239897398, 0.00026180670068851254, 0.00024423006472096715, 0.0028229695623388975, 0.002203191333626116, 0.001265128360147337]
创作	[4.066020556638214e-05, 0.00014755791648221928, 0.0002465868558786654, 1.085886372849945e-05, 9.36148435695964e-06, 0.00043764702204646876, 0.0009376689984822846, 7.393491710887589e-05, 0.011425852730200557, 0.003713282355004721]
出口	[0.00414443666737338, 0.0014423786336136934, 0.000465389277292129, 0.0025482133549545377, 0.0011639445550486484, 0.00042201677125909483, 0.001112119044711547, 7.393491710887589e-05, 0.00014639145073927682, 8.583466750262169e-05]
地震	[9.874621351835663e-05, 0.004338202744577246, 0.0024797607760192546, 0.0004271153066543117, 0.00011233781228351567, 0.0024539493736176997, 0.003087765818257942, 3.6967458554437945e-05, 0.00027814375640462596, 0.00019779292946256303]
时分	[0.000252674134591089, 0.002777777777777778, 0.0016879043937610052, 0.0006189552325244687, 0.00010921731749786245, 0.004126386207866705, 0.001953840517767737, 0.00024196881962904835, 0.0002452056799882887, 0.00025004011837720234]
小时	[0.001370829787666598, 0.0018592297476759628, 0.0011287426501488205, 0.0020885214571147274, 0.0010890526801929715, 0.003352688793891698, 0.0017619454669155488, 0.001025006805373052, 0.0009332454984628898, 0.0015524878991778532]
利用	[0.0007464052021828722, 0.0006824553637302641, 0.001250299550934078, 0.0035834250304048183, 0.000321410962922281, 0.0018443695929101181, 0.0007021614360727805, 0.0005242657758629381, 0.0009112867808519983, 0.00036199838033714366]
社会	[0.004237374280096539, 0.003345875756234322, 0.009297366382918129, 0.0033191926796779987, 0.0009985583314090281, 0.007139117047133021, 0.004845350034017759, 0.0011157451127339452, 0.006971892841458059, 0.0023175360225707858]
减少	[0.0012807964753410374, 0.0015493581230633024, 0.0008057485994908502, 0.0034350205594486593, 0.0008987024982681254, 0.0006447478449791727, 0.0015264379045060448, 0.00013106644396573453, 0.00013541209193383106, 0.00019406098739723165]
费用	[0.0007435009017852734, 0.0008152574885642614, 0.0006355689383914896, 0.0007275438698094632, 0.013801948436944161, 0.0014887813874973623, 0.0004186801109502294, 0.00028229695623388973, 0.00010247401551749378, 0.00029482342316117883]
保养	[5.227740715677704e-05, 1.844473956027741e-05, 1.3892217232600867e-05, 3.257659118549835e-05, 0.01907558462469809, 5.079831505896512e-05, 0.0001003087765818258, 1.0082034151210349e-05, 9.149465671204801e-05, 0.00022764846598521404]
机油	[1.4521501987993622e-05, 7.377895824110963e-06, 6.9461086163004335e-06, 4.34354549139978e-05, 0.010300753287441256, 2.7352938877904297e-05, 8.722502311463112e-06, 3.3606780504034495e-06, 3.6597862684819205e-06, 3.7319420653313777e-06]
设计	[0.001518949107944133, 0.0006713885199940977, 0.0012780839853992797, 0.0011799965251636068, 0.025653587632855065, 0.0012152519987183195, 0.0015962179229977497, 0.0005511512002661657, 0.0028216952129995606, 0.0015935392618964983]
更换	[0.00016264082226552856, 0.00017338055186660764, 6.598803185485411e-05, 0.0002678519719696531, 0.012500702111326771, 0.000273529388779043, 0.00010467002773755735, 0.0002789362781834863, 8.051529790660226e-05, 8.210272543729031e-05]
造型	[1.7425802385592346e-05, 9.591264571344253e-05, 6.9461086163004335e-06, 2.533734869983205e-05, 0.005660577541174929, 0.00011331931820846066, 0.00044484761788461875, 0.0001277057659153311, 0.000739276826233348, 0.003694622644678064]
男子	[8.132041113276428e-05, 0.003452855245683931, 0.0001250299550934078, 0.00015564371344182546, 0.00014978374971135424, 0.010280797455395172, 0.006716326779826596, 0.0056324964124761815, 0.0003513394817742644, 0.0007389245289356128]
警方	[0.0005140611703749742, 0.013132654566917515, 0.0007675450021011978, 0.0003474836393119824, 0.0003026879942083617, 0.016185124690325656, 0.012080665701376411, 0.0008099234101472313, 0.000925925925925926, 0.001925682105710991]
民警	[0.00018587522544631836, 1.1066843736166446e-05, 0.0005383234177632836, 0.0002678519719696531, 0.0004930381761332076, 0.019596426924670007, 6.541876733597334e-05, 5.377084880645519e-05, 0.00036231884057971015, 0.00017913321913590614]
派出所	[6.0990308349573214e-05, 1.844473956027741e-05, 0.00028131739896016753, 0.0001085886372849945, 4.992791657045141e-05, 0.006095797807075814, 0.0009769202588838686, 2.3524746352824145e-05, 0.00014639145073927682, 9.329855163328445e-05]
父母	[0.00015683222147033112, 0.0007267227386749299, 0.0005383234177632836, 5.06746973996641e-05, 5.304841135610463e-05, 0.0038528568190876623, 0.0009812815100396003, 0.0005041017075605174, 0.0010466988727858293, 0.0023138040805054543]
孩子	[0.0007086492970140888, 0.002121145049431902, 0.0028409584240668773, 0.0004777900040539758, 0.0003963028377779581, 0.01557163734692123, 0.0022329605917345567, 0.0027154278647259873, 0.005771482945395989, 0.008691693070156778]
广州	[0.002547071448694081, 7.377895824110964e-05, 0.0010210779665961636, 0.0023636126715700467, 0.0025993721564491266, 0.0034308400478285676, 0.00044484761788461875, 0.005840858451601195, 0.0022434489825794175, 0.0010897270830767622]
指出	[0.0014289157956185723, 0.005301018149623728, 0.001524670841277945, 0.000991776220536283, 0.00025276007763791025, 0.00025008401259798215, 0.005499537707377492, 0.0003125430586875208, 0.0004721124286341678, 0.0005262038312117243]
大陆	[0.0004908267671941845, 0.00018444739560277408, 0.0005070659289899317, 0.00014840447095615915, 0.0001435427601400478, 0.00032432770383800807, 0.03741517366502102, 0.00011426305371371728, 0.0007941736202605767, 0.000996428531443478]
创业	[0.0037668776156855456, 0.00022502582263538438, 0.0019692217927211727, 0.00010496901604216135, 0.00011233781228351567, 0.0014067225708636495, 0.0022373218428902884, 0.00010418101956250693, 0.0004794320011711316, 0.0004291733375131084]
进口	[0.003958561441927061, 0.0008890364468053711, 0.0010627546182939663, 0.003210604042393004, 0.0039973538204217665, 0.0005587814656486163, 0.001081590286621426, 3.6967458554437945e-05, 0.00013541209193383106, 0.0003022873072918416]
销售	[0.004327407592422099, 0.0006271211450494319, 0.0007571258391767472, 0.002464962066369375, 0.011617602086986912, 0.00284861320599889, 0.0004666538736632765, 0.00029573966843550356, 0.0007356170399648661, 0.00027243177076919056]
成绩	[4.646880636157959e-05, 0.0002619153017559392, 0.00038550902820467403, 1.809810621416575e-05, 0.0003026879942083617, 0.0005900419672233641, 0.00032273258552413514, 0.007662345954919865, 0.0001756697408871322, 0.0010038924155741406]
人物	[6.0990308349573214e-05, 0.0002766710934041611, 0.00012155690078525758, 2.89569699426652e-05, 2.184346349957249e-05, 0.00028525207686957337, 0.0006149364129581494, 0.00023188678547783801, 0.0035316937490850533, 0.003437118642170199]
保护	[0.0016844942306072602, 0.0018038955289951305, 0.004580958632450135, 0.0031237331325650085, 0.00046807421784798197, 0.0044780668505826175, 0.001090312788932889, 0.0003125430586875208, 0.010349875567266872, 0.0008322230805688972]
日军	[5.808600795197449e-06, 0.0002213368747233289, 0.00040982040836172554, 3.61962124283315e-06, 3.1204947856532132e-06, 0.00033995795462538194, 0.00016136629276206757, 6.721356100806899e-06, 0.002807056067925633, 0.00010822631989460995]
艺术	[0.00022943973141029923, 0.0004684963848310462, 0.0004132934626698758, 5.79139398853304e-05, 0.00013106078099743495, 0.0007815125393686942, 0.0015831341695305549, 0.00020836203912501385, 0.021925779534475186, 0.0024481539948573838]
计划	[0.002204364001777432, 0.006551571491810536, 0.0021359283995123833, 0.0025192563850118723, 0.0029925544994414315, 0.001262142751080441, 0.0018971442527432269, 0.001428288171421466, 0.0013175230566534915, 0.0020189806573442754]
市场	[0.027817389208200583, 0.0036520584329349268, 0.0043725753739611226, 0.018485405687148897, 0.025260405289862762, 0.004302226529224662, 0.005041606336025679, 0.0014417308836230799, 0.0052627726540770015, 0.0038550961534873133]
提出	[0.0009526105304123817, 0.0020510550391028477, 0.0026846709802001174, 0.0011401806914924423, 0.0002465190880666038, 0.0008284032917308158, 0.0028173682466025854, 0.0006889390003327071, 0.0007539159713072757, 0.0005709871359957008]
技术	[0.007315932701551187, 0.002818356204810388, 0.005094970670056368, 0.008259975676145248, 0.009601762455454937, 0.0031651257844432113, 0.0015307991556617762, 0.0022046048010646627, 0.002349582784365393, 0.0012912519546046568]
采用	[0.00039788915447102523, 0.0002028921351630515, 0.0002952096161927684, 0.0007166850060809636, 0.014841073200566681, 0.00033214282923169503, 0.00019189505085218849, 0.0002453294976794518, 0.0005819060166886254, 0.00025377206044253366]
汽车	[0.0035461507854680427, 0.0025859524863508926, 0.0006112575582344381, 0.003912810563502635, 0.04630190162952238, 0.0015005040755878929, 0.0004404863667288872, 0.0006754962881310934, 0.0002818035426731079, 0.00042170945338244567]
国家	[0.011684000499539668, 0.0177659731444592, 0.02468299696802359, 0.012556466091388198, 0.0023154071309546844, 0.005693318849300937, 0.001622385429932139, 0.003582482801730077, 0.008743229395403309, 0.0011867575767753782]
信息	[0.0053235826287984615, 0.0018961192267965177, 0.0045010783833626805, 0.001860485318816239, 0.0055856856663192515, 0.0072680666161288555, 0.0006149364129581494, 0.0002453294976794518, 0.0011125750256185038, 0.0006120384987143459]
政府	[0.005779557791221462, 0.014136048398996607, 0.006876647530137428, 0.006533416343313836, 0.0016757056998957754, 0.00350117617637175, 0.0019712855223906634, 0.0003864779757963967, 0.0015005123700775876, 0.00014554574054792373]
节目	[0.00015683222147033112, 0.0004463626973587133, 0.0002986826705009186, 1.809810621416575e-05, 6.240989571306426e-05, 0.00048063021171174694, 0.001277846588629346, 0.0008065627320968279, 0.004395403308446786, 0.027090167452240473]
演员	[2.3234403180789795e-05, 0.00013280212483399734, 5.904192323855368e-05, 7.2392424856663e-06, 9.36148435695964e-06, 0.0001875630094484866, 0.0004710151248190081, 0.00016131254641936558, 0.00470648514126775, 0.014782222520777587]
教育	[0.0012982222777266298, 0.0012616201859229747, 0.007161437983405746, 0.00026423235072681997, 0.00022155512978137812, 0.005095461756683886, 0.002516441916857108, 0.0005410691661149554, 0.003908651734738691, 0.0012278089394940233]
车主	[0.0003194730437358597, 8.11568540652206e-05, 7.293414047115454e-05, 0.0007818381884519604, 0.006680979336083529, 0.0016333612072805708, 0.00024423006472096715, 2.0164068302420698e-05, 3.293807641633728e-05, 1.8659710326656888e-05]
情况	[0.003078558421454648, 0.0026671093404161132, 0.005094970670056368, 0.0043688828400996116, 0.0025525647346643283, 0.006521722141031753, 0.0013737941140554402, 0.004305028582566818, 0.001021080368906456, 0.0010225521259007975]
现场	[0.00100198363717156, 0.002674487236240224, 0.0019622756841048724, 0.0019437366074014015, 0.0009049434878394318, 0.01240651156247802, 0.0034759171711180505, 0.0030615777039175425, 0.0053872053872053875, 0.016487720044634026]
工作人员	[0.0005721471783269488, 0.000918548030101815, 0.0010314971295206142, 0.0016107314530607517, 0.0004992791657045141, 0.005501848277155607, 0.00038815135286010853, 0.0006956603564335141, 0.0013175230566534915, 0.0023175360225707858]
应急	[0.00037465475129023546, 0.0002803600413162166, 0.0032542518867367527, 0.0029391324491805175, 0.00022467562456703134, 0.0034347476105254108, 0.00012647628351621513, 4.368881465524484e-05, 8.051529790660226e-05, 1.4927768261325511e-05]
煤炭	[0.0010136008387619548, 9.591264571344253e-05, 0.0003125748877335195, 0.008784820756356055, 1.872296871391928e-05, 0.00021100838562954742, 1.308375346719467e-05, 1.6803390252017247e-05, 5.855658029571073e-05, 2.2391652391988267e-05]
